Node,Depth,Value,Alpha,Beta
A4,10,7,0,7
A3,10,8,0,7
A4,10,7,0,7
B2,9,7,0,7
A5,8,7,0,7
B3,7,7,0,7
A5,6,7,0,7
B2,5,7,0,7
A4,4,7,0,7
B2,3,7,0,7
A5,4,-Infinity,0,7
B2,5,Infinity,0,7
A2,6,Infinity,0,7
A3,6,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,Infinity,0,7
A4,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,16,0,7
A2,10,16,0,7
B2,9,16,0,7
A3,10,-4,0,7
B2,9,-4,0,7
A4,8,-4,0,7
B3,9,Infinity,0,7
A2,10,-4,0,7
B3,9,-4,0,7
A4,8,-4,0,7
B4,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-6,0,7
A2,10,-6,0,7
B4,9,-6,0,7
A4,8,-4,0,7
B5,9,Infinity,0,7
A2,10,-4,0,7
B5,9,-4,0,7
A4,8,-4,0,7
A2,8,-4,0,7
B2,7,-4,0,7
A3,6,-4,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,-1,0,7
B2,9,-1,0,7
A2,8,-1,0,7
B4,9,Infinity,0,7
A4,10,0,0,7
B4,9,0,0,7
A2,8,0,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-5,0,7
A2,10,-5,0,7
B5,9,-5,0,7
A2,8,0,0,7
B3,7,0,0,7
A3,6,0,0,7
B4,7,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,Infinity,0,7
A4,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,16,0,7
A2,10,16,0,7
B2,9,16,0,7
A3,10,-3,0,7
B2,9,-3,0,7
A4,8,-3,0,7
B3,9,Infinity,0,7
A2,10,-3,0,7
B3,9,-3,0,7
A4,8,-3,0,7
B4,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,14,0,7
A2,10,14,0,7
B4,9,14,0,7
A3,10,-3,0,7
B4,9,-3,0,7
A4,8,-3,0,7
B5,9,Infinity,0,7
A2,10,-3,0,7
B5,9,-3,0,7
A4,8,-3,0,7
A2,8,-3,0,7
B2,7,-3,0,7
B4,7,-3,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,0,0,7
B2,9,0,0,7
A2,8,0,0,7
B4,9,Infinity,0,7
A4,10,0,0,7
B4,9,0,0,7
A2,8,0,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-1,0,7
A2,10,-1,0,7
B5,9,-1,0,7
A2,8,0,0,7
B3,7,0,0,7
B4,7,0,0,7
B5,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A3,10,20,0,7
B2,9,20,0,7
A2,8,20,0,7
B5,7,20,0,7
A3,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,8,0,7
B2,9,8,0,7
A5,10,8,0,7
B2,9,8,0,7
A3,8,8,0,7
B5,7,8,0,7
A5,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,7,0,7
B2,9,7,0,7
A3,10,8,0,7
B2,9,7,0,7
A5,8,7,0,7
B5,7,7,0,7
B4,7,7,0,7
A3,6,7,0,7
A2,6,7,0,7
A4,6,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,Infinity,0,7
A3,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,2,0,7
B2,9,2,0,2
A3,8,2,2,7
B3,9,Infinity,2,7
A2,10,-12,2,7
B3,9,-12,2,7
A3,8,2,2,7
B4,9,Infinity,2,7
A2,10,Infinity,2,7
A5,10,0,2,7
A2,10,0,2,7
B4,9,0,2,7
A3,8,2,2,7
A2,8,2,0,2
B2,7,2,0,2
A3,8,-Infinity,0,2
B2,9,Infinity,0,2
A2,10,4,0,2
B2,9,4,0,2
A3,8,4,0,2
B2,7,2,0,2
A4,6,2,2,7
B3,7,Infinity,2,7
A2,8,-Infinity,2,7
B2,9,Infinity,2,7
A4,10,5,2,7
B2,9,5,2,5
A5,10,7,2,5
B2,9,5,2,5
A2,8,5,5,7
B4,9,Infinity,5,7
A4,10,7,5,7
B4,9,7,5,7
A5,10,7,5,7
B4,9,7,5,7
A2,8,7,5,7
B3,7,7,2,7
A4,8,-Infinity,2,7
B2,9,Infinity,2,7
A2,10,6,2,7
B2,9,6,2,6
A5,10,2,2,6
B2,9,2,2,6
A4,8,2,2,7
B4,9,Infinity,2,7
A2,10,7,2,7
B4,9,7,2,7
A5,10,7,2,7
B4,9,7,2,7
A4,8,7,2,7
B3,7,7,2,7
A5,8,-Infinity,2,7
B2,9,Infinity,2,7
A2,10,7,2,7
B2,9,7,2,7
A4,10,8,2,7
B2,9,7,2,7
A5,8,7,2,7
B3,7,7,2,7
A4,6,7,2,7
A2,6,7,0,7
B2,5,7,0,7
A3,6,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,-3,0,7
B2,9,-3,0,7
A2,8,-3,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-5,0,7
A2,10,-5,0,7
B3,9,-5,0,7
A2,8,-3,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,-2,0,7
B2,9,-2,0,7
B4,9,-2,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-4,0,7
A2,10,-4,0,7
B3,9,-4,0,7
B4,9,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,4,0,7
A2,10,4,0,4
A5,10,6,0,4
A2,10,4,0,4
B5,9,4,0,4
A3,10,8,0,4
B5,9,4,0,4
A5,10,7,0,4
B5,9,4,0,4
B4,9,4,4,7
A2,8,4,4,7
B5,9,Infinity,4,7
A2,10,Infinity,4,7
A3,10,-5,4,7
A2,10,-5,4,7
B5,9,-5,4,7
A2,8,4,4,7
B2,7,4,0,4
A4,8,-Infinity,0,4
B2,9,Infinity,0,4
A2,10,-3,0,4
B2,9,-3,0,4
A4,8,-3,0,4
B3,9,Infinity,0,4
A2,10,-2,0,4
B3,9,-2,0,4
A4,8,-2,0,4
B4,9,Infinity,0,4
A2,10,-2,0,4
B4,9,-2,0,4
A4,8,-2,0,4
B5,9,Infinity,0,4
A2,10,-2,0,4
B5,9,-2,0,4
A4,8,-2,0,4
B2,7,-2,0,4
A3,6,-2,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,0,0,7
B2,9,0,0,7
A2,8,0,0,7
B3,9,Infinity,0,7
A4,10,0,0,7
B3,9,0,0,7
A2,8,0,0,7
B4,9,Infinity,0,7
A4,10,1,0,7
B4,9,1,0,1
A5,10,0,0,1
B4,9,0,0,1
A2,8,0,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-4,0,7
A2,10,-4,0,7
B5,9,-4,0,7
A2,8,0,0,7
B3,7,0,0,7
A3,6,0,0,7
B4,7,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,-2,0,7
B2,9,-2,0,7
A2,8,-2,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-4,0,7
A2,10,-4,0,7
B3,9,-4,0,7
A2,8,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,4,0,7
A2,10,4,0,4
A5,10,6,0,4
A2,10,4,0,4
B5,9,4,0,4
A3,10,8,0,4
B5,9,4,0,4
A5,10,7,0,4
B5,9,4,0,4
A2,8,4,4,7
B2,7,4,0,4
A4,8,-Infinity,0,4
B2,9,Infinity,0,4
A2,10,-2,0,4
B2,9,-2,0,4
A4,8,-2,0,4
B3,9,Infinity,0,4
A2,10,-1,0,4
B3,9,-1,0,4
A4,8,-1,0,4
B4,9,Infinity,0,4
A2,10,-2,0,4
B4,9,-2,0,4
A4,8,-1,0,4
B5,9,Infinity,0,4
A2,10,-1,0,4
B5,9,-1,0,4
A4,8,-1,0,4
B2,7,-1,0,4
B4,7,-1,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,1,0,7
B2,9,1,0,1
A5,10,2,0,1
B2,9,1,0,1
A2,8,1,1,7
B3,9,Infinity,1,7
A4,10,1,1,7
B3,9,1,1,7
A2,8,1,1,7
B4,9,Infinity,1,7
A4,10,1,1,7
B4,9,1,1,7
A2,8,1,1,7
B5,9,Infinity,1,7
A2,10,Infinity,1,7
A3,10,0,1,7
A2,10,0,1,7
B5,9,0,1,7
A2,8,1,1,7
B3,7,1,0,1
A4,8,-Infinity,0,1
B2,9,Infinity,0,1
A2,10,1,0,1
B2,9,1,0,1
A3,10,2,0,1
B2,9,1,0,1
A5,10,-2,0,1
B2,9,-2,0,1
A4,8,-2,0,1
B3,9,Infinity,0,1
A2,10,1,0,1
B3,9,1,0,1
A3,10,2,0,1
B3,9,1,0,1
A5,10,-2,0,1
B3,9,-2,0,1
A4,8,-2,0,1
B4,9,-Infinity,0,1
B2,9,Infinity,0,1
A2,10,2,0,1
B2,9,2,0,1
A3,10,3,0,1
B2,9,2,0,1
A5,10,1,0,1
B2,9,1,0,1
B4,9,1,0,1
A4,8,1,0,1
B3,7,1,0,1
A5,8,-Infinity,0,1
B2,9,Infinity,0,1
A2,10,2,0,1
B2,9,2,0,1
A4,10,-9,0,1
B2,9,-9,0,1
A5,8,-9,0,1
B4,9,Infinity,0,1
A2,10,2,0,1
B4,9,2,0,1
A4,10,-10,0,1
B4,9,-10,0,1
A5,8,-9,0,1
B5,9,Infinity,0,1
A2,10,5,0,1
B5,9,5,0,1
A3,10,6,0,1
B5,9,5,0,1
A4,10,1,0,1
B5,9,1,0,1
A5,8,1,0,1
B3,7,1,0,1
B4,7,1,1,7
B5,7,Infinity,1,7
A2,8,-Infinity,1,7
B2,9,Infinity,1,7
A3,10,22,1,7
B2,9,22,1,7
A2,8,22,1,7
B5,7,22,1,7
A3,8,-Infinity,1,7
B2,9,Infinity,1,7
A2,10,9,1,7
B2,9,9,1,7
A5,10,9,1,7
B2,9,9,1,7
A3,8,9,1,7
B5,7,9,1,7
A5,8,-Infinity,1,7
B2,9,Infinity,1,7
A2,10,8,1,7
B2,9,8,1,7
A3,10,9,1,7
B2,9,8,1,7
A5,8,8,1,7
B5,7,8,1,7
B4,7,8,1,7
A3,6,8,0,7
B2,5,7,0,7
A4,6,-Infinity,0,7
B2,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A3,10,-11,0,7
B2,9,-11,0,7
A2,8,-11,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-3,0,7
A2,10,-3,0,7
B3,9,-3,0,7
A2,8,-3,0,7
B4,9,-Infinity,0,7
B2,9,Infinity,0,7
A3,10,-11,0,7
B2,9,-11,0,7
B4,9,-11,0,7
B3,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-2,0,7
A2,10,-2,0,7
B3,9,-2,0,7
B4,9,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-2,0,7
A2,10,-2,0,7
B5,9,-2,0,7
B4,9,-2,0,7
A2,8,-2,0,7
B5,9,Infinity,0,7
A2,10,Infinity,0,7
A3,10,-3,0,7
A2,10,-3,0,7
B5,9,-3,0,7
A2,8,-2,0,7
B2,7,-2,0,7
A4,6,-2,0,7
B3,7,Infinity,0,7
A2,8,-Infinity,0,7
B2,9,Infinity,0,7
A4,10,5,0,7
B2,9,5,0,5
A5,10,8,0,5
B2,9,5,0,5
A2,8,5,5,7
B3,9,Infinity,5,7
A4,10,7,5,7
B3,9,7,5,7
A5,10,8,5,7
B3,9,7,5,7
A2,8,7,5,7
B3,7,7,0,7
A4,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,7,0,7
B2,9,7,0,7
A5,10,3,0,7
B2,9,3,0,3
A4,8,3,3,7
B4,9,Infinity,3,7
A2,10,8,3,7
B4,9,8,3,7
A5,10,8,3,7
B4,9,8,3,7
A4,8,8,3,7
B3,7,7,0,7
A5,8,-Infinity,0,7
B2,9,Infinity,0,7
A2,10,8,0,7
B2,9,8,0,7
A4,10,9,0,7
B2,9,8,0,7
A5,8,8,0,7
B3,7,7,0,7
A4,6,7,0,7
B2,5,7,0,7
A5,4,7,0,7
B2,3,7,0,7
A2,2,7,7,Infinity
B3,3,Infinity,7,Infinity
A3,4,-Infinity,7,Infinity
B2,5,Infinity,7,Infinity
A2,6,Infinity,7,Infinity
A4,6,-Infinity,7,Infinity
B2,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A3,8,-Infinity,7,Infinity
B3,9,Infinity,7,Infinity
A5,10,-3,7,Infinity
B3,9,-3,7,Infinity
A3,8,-3,7,Infinity
B4,9,Infinity,7,Infinity
A3,10,-3,7,Infinity
B4,9,-3,7,Infinity
A3,8,-3,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-5,7,Infinity
A2,10,-5,7,Infinity
B5,9,-5,7,Infinity
A3,8,-3,7,Infinity
A2,8,-3,7,Infinity
B2,7,-3,7,Infinity
A4,6,-3,7,Infinity
B3,7,-Infinity,7,Infinity
B2,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A5,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B2,9,-2,7,Infinity
A5,8,-2,7,Infinity
B3,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-3,7,Infinity
A2,10,-3,7,Infinity
B3,9,-3,7,Infinity
A5,8,-2,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,0,7,Infinity
B4,9,0,7,Infinity
A5,8,0,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,2,7,Infinity
B5,9,2,7,Infinity
A5,8,2,7,Infinity
A2,8,2,7,Infinity
B2,7,2,7,Infinity
B3,7,2,7,Infinity
B4,7,Infinity,7,Infinity
A2,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A5,10,-1,7,Infinity
A2,10,-1,7,Infinity
A3,10,-1,7,Infinity
B2,9,-1,7,Infinity
A2,8,-1,7,Infinity
B5,9,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,0,7,Infinity
A2,10,0,7,Infinity
B2,9,0,7,Infinity
B5,9,0,7,Infinity
B3,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,0,7,Infinity
A2,10,0,7,Infinity
B3,9,0,7,Infinity
B5,9,0,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,0,7,Infinity
A2,10,0,7,Infinity
B4,9,0,7,Infinity
B5,9,0,7,Infinity
B5,9,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,10,7,Infinity
A2,10,10,7,10
A4,10,10,7,10
A2,10,10,7,10
B2,9,10,7,10
A3,10,11,7,10
B2,9,10,7,10
A4,10,12,7,10
B2,9,10,7,10
B5,9,10,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,1,10,Infinity
A2,10,1,10,Infinity
B3,9,1,10,Infinity
B5,9,10,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,10,10,Infinity
A2,10,10,10,Infinity
B4,9,10,10,Infinity
B5,9,10,10,Infinity
B5,9,10,10,Infinity
A2,8,10,10,Infinity
B4,7,10,7,10
A3,8,Infinity,7,10
A2,8,-Infinity,7,10
B2,9,Infinity,7,10
A5,10,0,7,10
B2,9,0,7,10
A2,8,0,7,10
B3,9,Infinity,7,10
A5,10,0,7,10
B3,9,0,7,10
A2,8,0,7,10
B5,9,-Infinity,7,10
B2,9,Infinity,7,10
A2,10,Infinity,7,10
A3,10,-1,7,10
A2,10,-1,7,10
B2,9,-1,7,10
B5,9,-1,7,10
B3,9,Infinity,7,10
A2,10,Infinity,7,10
A3,10,-4,7,10
A2,10,-4,7,10
B3,9,-4,7,10
B5,9,-1,7,10
B4,9,Infinity,7,10
A2,10,Infinity,7,10
A3,10,-4,7,10
A2,10,-4,7,10
B4,9,-4,7,10
B5,9,-1,7,10
B5,9,-Infinity,7,10
B2,9,Infinity,7,10
A2,10,Infinity,7,10
A3,10,9,7,10
A2,10,9,7,9
A4,10,9,7,9
A2,10,9,7,9
B2,9,9,7,9
A3,10,11,7,9
B2,9,9,7,9
A4,10,11,7,9
B2,9,9,7,9
B5,9,9,9,10
B3,9,Infinity,9,10
A2,10,Infinity,9,10
A3,10,6,9,10
A2,10,6,9,10
B3,9,6,9,10
B5,9,9,9,10
B4,9,Infinity,9,10
A2,10,Infinity,9,10
A3,10,6,9,10
A2,10,6,9,10
B4,9,6,9,10
B5,9,9,9,10
B5,9,9,9,10
A2,8,9,9,10
A3,8,9,7,9
A4,8,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,-1,7,9
B2,9,-1,7,9
A4,8,-1,7,9
B5,9,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,0,7,9
B2,9,0,7,9
B5,9,0,7,9
B3,9,Infinity,7,9
A2,10,0,7,9
B3,9,0,7,9
B5,9,0,7,9
B4,9,Infinity,7,9
A2,10,0,7,9
B4,9,0,7,9
B5,9,0,7,9
B5,9,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,1,7,9
B2,9,1,7,9
B5,9,1,7,9
B3,9,Infinity,7,9
A2,10,1,7,9
B3,9,1,7,9
B5,9,1,7,9
B4,9,Infinity,7,9
A2,10,10,7,9
B4,9,10,7,9
A3,10,11,7,9
B4,9,10,7,9
A4,10,11,7,9
B4,9,10,7,9
B5,9,10,7,9
B5,9,10,7,9
A4,8,10,7,9
A3,8,9,7,9
A5,8,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,-2,7,9
B2,9,-2,7,9
A5,8,-2,7,9
B3,9,Infinity,7,9
A2,10,-2,7,9
B3,9,-2,7,9
A5,8,-2,7,9
B4,9,Infinity,7,9
A2,10,-2,7,9
B4,9,-2,7,9
A5,8,-2,7,9
B5,9,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,0,7,9
B2,9,0,7,9
B5,9,0,7,9
B3,9,Infinity,7,9
A2,10,0,7,9
B3,9,0,7,9
B5,9,0,7,9
B4,9,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,1,7,9
B2,9,1,7,9
B4,9,1,7,9
B3,9,Infinity,7,9
A2,10,1,7,9
B3,9,1,7,9
B4,9,1,7,9
B5,9,Infinity,7,9
A2,10,2,7,9
B5,9,2,7,9
B4,9,2,7,9
B5,9,2,7,9
B5,9,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,3,7,9
B2,9,3,7,9
B5,9,3,7,9
B3,9,Infinity,7,9
A2,10,3,7,9
B3,9,3,7,9
B5,9,3,7,9
B4,9,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,2,7,9
B2,9,2,7,9
B4,9,2,7,9
B3,9,Infinity,7,9
A2,10,2,7,9
B3,9,2,7,9
B4,9,2,7,9
B5,9,-Infinity,7,9
B2,9,Infinity,7,9
A2,10,5,7,9
B2,9,5,7,9
B5,9,5,7,9
B3,9,Infinity,7,9
A2,10,5,7,9
B3,9,5,7,9
B5,9,5,7,9
B4,9,5,7,9
B5,9,5,7,9
B5,9,5,7,9
A5,8,5,7,9
A3,8,5,7,9
B4,7,5,7,10
B3,7,5,7,Infinity
B5,7,Infinity,7,Infinity
A2,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,12,7,Infinity
A2,10,12,7,12
A3,10,12,7,12
A4,10,5,7,12
A3,10,5,7,12
B2,9,5,7,Infinity
A2,8,5,7,Infinity
B3,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,16,7,Infinity
A2,10,16,7,16
A3,10,16,7,16
A4,10,6,7,16
A3,10,6,7,16
B3,9,6,7,Infinity
A2,8,6,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,7,7,Infinity
A2,10,7,7,Infinity
B4,9,7,7,Infinity
A2,8,7,7,Infinity
B5,7,7,7,Infinity
B3,7,7,7,Infinity
A4,6,7,7,Infinity
B4,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A3,8,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A4,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A5,10,-7,7,Infinity
B2,9,-7,7,Infinity
A4,8,-7,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-1,7,Infinity
A2,10,-1,7,Infinity
B5,9,-1,7,Infinity
A4,8,-1,7,Infinity
A2,8,-1,7,Infinity
A3,8,-1,7,Infinity
A2,8,-1,7,Infinity
B4,7,-1,7,Infinity
A4,6,7,7,Infinity
B5,7,Infinity,7,Infinity
A2,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,6,7,Infinity
A2,10,6,7,Infinity
A3,10,6,7,Infinity
B2,9,6,7,Infinity
A2,8,6,7,Infinity
B3,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,-3,7,Infinity
A2,10,-3,7,Infinity
A3,10,-3,7,Infinity
B3,9,-3,7,Infinity
A2,8,6,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B4,9,-2,7,Infinity
A2,8,6,7,Infinity
B5,7,6,7,Infinity
A4,6,7,7,Infinity
A2,6,7,7,Infinity
B2,5,7,7,Infinity
A3,4,7,7,Infinity
B3,5,Infinity,7,Infinity
A2,6,Infinity,7,Infinity
A4,6,-Infinity,7,Infinity
B2,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A3,8,-Infinity,7,Infinity
B3,9,Infinity,7,Infinity
A5,10,-4,7,Infinity
B3,9,-4,7,Infinity
A3,8,-4,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-4,7,Infinity
A2,10,-4,7,Infinity
B4,9,-4,7,Infinity
A3,8,-4,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,3,7,Infinity
A2,10,3,7,Infinity
B5,9,3,7,Infinity
A3,8,3,7,Infinity
A2,8,3,7,Infinity
B2,7,3,7,Infinity
A4,6,3,7,Infinity
B3,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A3,8,-Infinity,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-7,7,Infinity
A2,10,-7,7,Infinity
B4,9,-7,7,Infinity
A3,8,-7,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-8,7,Infinity
A2,10,-8,7,Infinity
B5,9,-8,7,Infinity
A3,8,-7,7,Infinity
A2,8,-7,7,Infinity
B3,7,-7,7,Infinity
A4,6,3,7,Infinity
B4,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A3,8,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A4,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A5,10,-6,7,Infinity
B2,9,-6,7,Infinity
A4,8,-6,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-1,7,Infinity
A2,10,-1,7,Infinity
B5,9,-1,7,Infinity
A4,8,-1,7,Infinity
A2,8,-1,7,Infinity
A3,8,-1,7,Infinity
A2,8,-1,7,Infinity
B4,7,-1,7,Infinity
A4,6,3,7,Infinity
B5,7,Infinity,7,Infinity
A2,8,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,-6,7,Infinity
A2,10,-6,7,Infinity
A3,10,-6,7,Infinity
B2,9,-6,7,Infinity
A2,8,-6,7,Infinity
B3,9,Infinity,7,Infinity
A3,10,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A4,10,16,7,Infinity
A2,10,16,7,16
A3,10,16,7,16
A4,10,5,7,16
A3,10,5,7,16
B3,9,5,7,Infinity
A2,8,5,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B4,9,-2,7,Infinity
A2,8,5,7,Infinity
B5,7,5,7,Infinity
A4,6,5,7,Infinity
A2,6,5,7,Infinity
B3,5,5,7,Infinity
A3,4,7,7,Infinity
B4,5,Infinity,7,Infinity
A2,6,Infinity,7,Infinity
A4,6,-Infinity,7,Infinity
B2,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A3,8,-Infinity,7,Infinity
B3,9,-Infinity,7,Infinity
B4,9,Infinity,7,Infinity
A5,10,-1,7,Infinity
B4,9,-1,7,Infinity
B3,9,-1,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B5,9,-2,7,Infinity
B3,9,-1,7,Infinity
A3,8,-1,7,Infinity
B4,9,-Infinity,7,Infinity
B3,9,-Infinity,7,Infinity
B4,9,Infinity,7,Infinity
A5,10,-1,7,Infinity
B4,9,-1,7,Infinity
B3,9,-1,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-1,7,Infinity
A2,10,-1,7,Infinity
B5,9,-1,7,Infinity
B3,9,-1,7,Infinity
B4,9,-1,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B5,9,-2,7,Infinity
B4,9,-1,7,Infinity
A3,8,-1,7,Infinity
B5,9,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B2,9,-2,7,Infinity
B5,9,-2,7,Infinity
B3,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B3,9,-2,7,Infinity
B5,9,-2,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-2,7,Infinity
A2,10,-2,7,Infinity
B4,9,-2,7,Infinity
B5,9,-2,7,Infinity
B5,9,-Infinity,7,Infinity
B2,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-1,7,Infinity
A2,10,-1,7,Infinity
B2,9,-1,7,Infinity
B5,9,-1,7,Infinity
B3,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-1,7,Infinity
A2,10,-1,7,Infinity
B3,9,-1,7,Infinity
B5,9,-1,7,Infinity
B4,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
A3,10,-1,7,Infinity
A2,10,-1,7,Infinity
B4,9,-1,7,Infinity
B5,9,-1,7,Infinity
B5,9,-1,7,Infinity
A3,8,-1,7,Infinity
A2,8,-1,7,Infinity
B2,7,-1,7,Infinity
A4,6,-1,7,Infinity
B3,7,Infinity,7,Infinity
A2,8,Infinity,7,Infinity
A3,8,-Infinity,7,Infinity
B4,9,-Infinity,7,Infinity
B5,9,Infinity,7,Infinity
A2,10,Infinity,7,Infinity
